monotonic_ns,controller_ts,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5
24249934459228,176993.258000,1.644340,-3.540288,0.330399,-3.639512,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000011
24249936467709,176993.260000,1.644328,-3.540288,0.330435,-3.639512,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000011
24249938516584,176993.262000,1.644304,-3.540300,0.330399,-3.639512,-1.593711,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000011
24249940531305,176993.264000,1.644328,-3.540276,0.330411,-3.639524,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000011
24249942523829,176993.266000,1.644304,-3.540288,0.330423,-3.639524,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000011
24249944518649,176993.268000,1.644316,-3.540276,0.330435,-3.639512,-1.593699,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000010
24249946494824,176993.270000,1.644328,-3.540264,0.330411,-3.639512,-1.593723,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000010
24249948529562,176993.272000,1.644340,-3.540288,0.330423,-3.639512,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000010
24249950507959,176993.274000,1.644316,-3.540264,0.330375,-3.639536,-1.593723,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000010
24249952520284,176993.276000,1.644304,-3.540312,0.330423,-3.639512,-1.593711,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000010
24249954452682,176993.278000,1.644328,-3.540312,0.330435,-3.639548,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000001
24249956480629,176993.280000,1.644304,-3.540312,0.330423,-3.639512,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249958448874,176993.282000,1.644328,-3.540300,0.330411,-3.639512,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249960462766,176993.284000,1.644340,-3.540300,0.330435,-3.639512,-1.593687,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249962447127,176993.286000,1.644328,-3.540276,0.330399,-3.639512,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249964468745,176993.288000,1.644304,-3.540288,0.330423,-3.639512,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249966476939,176993.290000,1.644328,-3.540324,0.330399,-3.639548,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249968475472,176993.292000,1.644304,-3.540252,0.330399,-3.639524,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249970453134,176993.294000,1.644340,-3.540252,0.330386,-3.639488,-1.593723,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249972462864,176993.296000,1.644340,-3.540264,0.330423,-3.639500,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249974447323,176993.298000,1.644316,-3.540276,0.330399,-3.639524,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249976462797,176993.300000,1.644340,-3.540288,0.330399,-3.639560,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249978455282,176993.302000,1.644328,-3.540288,0.330399,-3.639500,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249980520683,176993.304000,1.644340,-3.540312,0.330423,-3.639512,-1.593723,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249982538085,176993.306000,1.644340,-3.540252,0.330386,-3.639512,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249984531454,176993.308000,1.644304,-3.540288,0.330411,-3.639512,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249986481484,176993.310000,1.644316,-3.540312,0.330399,-3.639512,-1.593746,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249988511016,176993.312000,1.644340,-3.540276,0.330435,-3.639524,-1.593723,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249990568199,176993.314000,1.644304,-3.540288,0.330411,-3.639500,-1.593746,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249992575276,176993.316000,1.644340,-3.540288,0.330423,-3.639512,-1.593687,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249994510988,176993.318000,1.644304,-3.540264,0.330411,-3.639500,-1.593699,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249996513521,176993.320000,1.644364,-3.540288,0.330423,-3.639488,-1.593723,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24249998503167,176993.322000,1.644316,-3.540264,0.330411,-3.639536,-1.593723,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250000508347,176993.324000,1.644304,-3.540276,0.330411,-3.639500,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250002471945,176993.326000,1.644304,-3.540312,0.330411,-3.639476,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250004494181,176993.328000,1.644340,-3.540288,0.330411,-3.639524,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250006428141,176993.330000,1.644316,-3.540276,0.330435,-3.639536,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250008429035,176993.332000,1.644316,-3.540288,0.330435,-3.639524,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250010426574,176993.334000,1.644328,-3.540288,0.330411,-3.639500,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250012466278,176993.336000,1.644316,-3.540288,0.330399,-3.639536,-1.593759,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250014468115,176993.338000,1.644316,-3.540312,0.330411,-3.639524,-1.593699,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250016469742,176993.340000,1.644328,-3.540288,0.330399,-3.639536,-1.593711,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250018455678,176993.342000,1.644292,-3.540252,0.330423,-3.639512,-1.593746,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250020476880,176993.344000,1.644316,-3.540288,0.330411,-3.639524,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250022452539,176993.346000,1.644316,-3.540288,0.330399,-3.639512,-1.593711,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250024480457,176993.348000,1.644328,-3.540324,0.330423,-3.639500,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250026453361,176993.350000,1.644364,-3.540288,0.330399,-3.639512,-1.593711,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250028472412,176993.352000,1.644328,-3.540288,0.330399,-3.639512,-1.593687,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250030460134,176993.354000,1.644328,-3.540228,0.330423,-3.639548,-1.593687,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250032489548,176993.356000,1.644352,-3.540288,0.330411,-3.639524,-1.593711,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250034449200,176993.358000,1.644352,-3.540288,0.330423,-3.639548,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250036470847,176993.360000,1.644340,-3.540312,0.330411,-3.639512,-1.593687,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250038456294,176993.362000,1.644340,-3.540312,0.330447,-3.639512,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250040469887,176993.364000,1.644352,-3.540276,0.330411,-3.639524,-1.593735,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250042465891,176993.366000,1.644304,-3.540300,0.330399,-3.639536,-1.593746,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250044475336,176993.368000,1.644340,-3.540288,0.330411,-3.639524,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250046457014,176993.370000,1.644328,-3.540312,0.330411,-3.639500,-1.593746,3.309979,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250048462542,176993.372000,1.644328,-3.540264,0.330411,-3.639536,-1.593735,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250050454610,176993.374000,1.644316,-3.540288,0.330423,-3.639524,-1.593723,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250052506677,176993.376000,1.644340,-3.540312,0.330411,-3.639488,-1.593699,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250054472596,176993.378000,1.644316,-3.540288,0.330423,-3.639500,-1.593746,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250056469526,176993.380000,1.644340,-3.540312,0.330386,-3.639512,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250058449790,176993.382000,1.644328,-3.540300,0.330471,-3.639524,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250060464911,176993.384000,1.644328,-3.540312,0.330435,-3.639476,-1.593687,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250062464304,176993.386000,1.644340,-3.540312,0.330447,-3.639488,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250064458407,176993.388000,1.644328,-3.540300,0.330399,-3.639500,-1.593735,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250066440054,176993.390000,1.644328,-3.540264,0.330399,-3.639512,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250068473756,176993.392000,1.644304,-3.540276,0.330435,-3.639548,-1.593699,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250070465575,176993.394000,1.644316,-3.540312,0.330411,-3.639488,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250072462608,176993.396000,1.644364,-3.540288,0.330435,-3.639536,-1.593723,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250074477140,176993.398000,1.644316,-3.540288,0.330411,-3.639500,-1.593699,3.309979,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250076461324,176993.400000,1.644328,-3.540312,0.330386,-3.639512,-1.593699,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250078469761,176993.402000,1.644304,-3.540288,0.330435,-3.639524,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250080463497,176993.404000,1.644340,-3.540276,0.330399,-3.639476,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250082524894,176993.406000,1.644316,-3.540312,0.330399,-3.639548,-1.593723,3.309967,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250084512063,176993.408000,1.644316,-3.540240,0.330423,-3.639500,-1.593699,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250086450068,176993.410000,1.644304,-3.540288,0.330411,-3.639500,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250088478636,176993.412000,1.644316,-3.540264,0.330399,-3.639524,-1.593711,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250090490600,176993.414000,1.644328,-3.540288,0.330399,-3.639500,-1.593699,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250092483115,176993.416000,1.644328,-3.540300,0.330447,-3.639536,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250094454320,176993.418000,1.644316,-3.540300,0.330375,-3.639524,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250096465428,176993.420000,1.644340,-3.540264,0.330423,-3.639524,-1.593746,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250098471523,176993.422000,1.644304,-3.540276,0.330447,-3.639512,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250100478384,176993.424000,1.644340,-3.540300,0.330447,-3.639512,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250102453332,176993.426000,1.644316,-3.540300,0.330399,-3.639500,-1.593735,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250104476650,176993.428000,1.644328,-3.540276,0.330423,-3.639512,-1.593746,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250106457429,176993.430000,1.644352,-3.540288,0.330411,-3.639512,-1.593711,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250108458159,176993.432000,1.644328,-3.540288,0.330411,-3.639512,-1.593746,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250110442124,176993.434000,1.644304,-3.540312,0.330435,-3.639512,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250112458400,176993.436000,1.644364,-3.540288,0.330399,-3.639524,-1.593746,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250114462313,176993.438000,1.644316,-3.540276,0.330411,-3.639524,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250116463935,176993.440000,1.644328,-3.540264,0.330435,-3.639512,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250118459377,176993.442000,1.644316,-3.540312,0.330399,-3.639524,-1.593699,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250120462408,176993.444000,1.644340,-3.540300,0.330435,-3.639524,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250122444417,176993.446000,1.644340,-3.540300,0.330423,-3.639512,-1.593699,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250124450659,176993.448000,1.644340,-3.540276,0.330399,-3.639488,-1.593711,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250126447353,176993.450000,1.644316,-3.540288,0.330423,-3.639524,-1.593687,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250128479472,176993.452000,1.644316,-3.540276,0.330423,-3.639500,-1.593746,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250130446958,176993.454000,1.644316,-3.540300,0.330435,-3.639512,-1.593699,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250132469470,176993.456000,1.644340,-3.540276,0.330423,-3.639512,-1.593687,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250134442980,176993.458000,1.644328,-3.540300,0.330423,-3.639524,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250136473656,176993.460000,1.644304,-3.540300,0.330386,-3.639500,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250138456887,176993.462000,1.644328,-3.540264,0.330399,-3.639512,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250140450017,176993.464000,1.644316,-3.540288,0.330423,-3.639536,-1.593699,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250142442140,176993.466000,1.644352,-3.540312,0.330411,-3.639488,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250144457367,176993.468000,1.644340,-3.540300,0.330435,-3.639536,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250146448850,176993.470000,1.644304,-3.540276,0.330411,-3.639512,-1.593723,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250148471065,176993.472000,1.644328,-3.540288,0.330375,-3.639488,-1.593711,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250150456739,176993.474000,1.644328,-3.540288,0.330435,-3.639512,-1.593675,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250152501797,176993.476000,1.644340,-3.540288,0.330423,-3.639500,-1.593687,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250154454460,176993.478000,1.644340,-3.540312,0.330386,-3.639500,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250156462642,176993.480000,1.644316,-3.540276,0.330423,-3.639512,-1.593746,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250158465302,176993.482000,1.644304,-3.540300,0.330411,-3.639536,-1.593735,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250160482720,176993.484000,1.644340,-3.540264,0.330411,-3.639524,-1.593735,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250162446735,176993.486000,1.644328,-3.540264,0.330447,-3.639500,-1.593699,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250164461176,176993.488000,1.644316,-3.540324,0.330399,-3.639536,-1.593687,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250166493485,176993.490000,1.644328,-3.540288,0.330399,-3.639500,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250168493068,176993.492000,1.644352,-3.540312,0.330423,-3.639548,-1.593759,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250170528445,176993.494000,1.644316,-3.540288,0.330411,-3.639500,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250172524210,176993.496000,1.644340,-3.540276,0.330411,-3.639548,-1.593735,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250174486958,176993.498000,1.644328,-3.540264,0.330459,-3.639512,-1.593735,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250176474025,176993.500000,1.644340,-3.540336,0.330423,-3.639500,-1.593735,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250178484602,176993.502000,1.644340,-3.540288,0.330411,-3.639500,-1.593735,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250180552170,176993.504000,1.644304,-3.540300,0.330435,-3.639512,-1.593699,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250182552863,176993.506000,1.644340,-3.540300,0.330399,-3.639536,-1.593687,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250184544383,176993.508000,1.644292,-3.540288,0.330423,-3.639524,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250186445532,176993.510000,1.644316,-3.540264,0.330399,-3.639512,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250188478239,176993.512000,1.644352,-3.540264,0.330411,-3.639548,-1.593746,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250190462457,176993.514000,1.644328,-3.540264,0.330399,-3.639488,-1.593699,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250192449438,176993.516000,1.644328,-3.540288,0.330411,-3.639512,-1.593723,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250194465330,176993.518000,1.644328,-3.540300,0.330386,-3.639512,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250196436480,176993.520000,1.644340,-3.540300,0.330435,-3.639536,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250198462638,176993.522000,1.644328,-3.540276,0.330411,-3.639524,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250200511438,176993.524000,1.644328,-3.540264,0.330411,-3.639512,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250202517169,176993.526000,1.644328,-3.540300,0.330423,-3.639500,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250204501605,176993.528000,1.644292,-3.540276,0.330411,-3.639536,-1.593699,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250206664619,176993.530000,1.644340,-3.540300,0.330399,-3.639536,-1.593687,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250208465113,176993.532000,1.644340,-3.540300,0.330423,-3.639488,-1.593723,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250210426209,176993.534000,1.644316,-3.540300,0.330411,-3.639512,-1.593699,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250212448690,176993.536000,1.644304,-3.540300,0.330399,-3.639536,-1.593746,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250214446457,176993.538000,1.644352,-3.540240,0.330423,-3.639536,-1.593699,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250216457558,176993.540000,1.644316,-3.540288,0.330411,-3.639512,-1.593746,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250218436104,176993.542000,1.644328,-3.540312,0.330399,-3.639536,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250220449776,176993.544000,1.644292,-3.540264,0.330399,-3.639488,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250222434204,176993.546000,1.644340,-3.540276,0.330447,-3.639536,-1.593746,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250224439372,176993.548000,1.644316,-3.540312,0.330399,-3.639512,-1.593699,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250226427886,176993.550000,1.644304,-3.540300,0.330399,-3.639524,-1.593746,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250228463613,176993.552000,1.644328,-3.540252,0.330423,-3.639524,-1.593699,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250230434631,176993.554000,1.644304,-3.540300,0.330411,-3.639512,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250232454686,176993.556000,1.644328,-3.540264,0.330447,-3.639524,-1.593735,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250234422723,176993.558000,1.644340,-3.540300,0.330411,-3.639536,-1.593746,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250236455546,176993.560000,1.644292,-3.540300,0.330423,-3.639512,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250238427551,176993.562000,1.644316,-3.540312,0.330399,-3.639524,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250240479646,176993.564000,1.644328,-3.540300,0.330399,-3.639500,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250242424058,176993.566000,1.644292,-3.540288,0.330411,-3.639512,-1.593735,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250244514368,176993.568000,1.644316,-3.540300,0.330399,-3.639512,-1.593699,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250246494062,176993.570000,1.644280,-3.540276,0.330423,-3.639512,-1.593746,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250248547721,176993.572000,1.644304,-3.540288,0.330423,-3.639500,-1.593735,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250250481525,176993.574000,1.644328,-3.540300,0.330423,-3.639500,-1.593759,3.309979,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250252518163,176993.576000,1.644352,-3.540288,0.330423,-3.639500,-1.593735,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250254465562,176993.578000,1.644328,-3.540264,0.330399,-3.639512,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250256464998,176993.580000,1.644316,-3.540288,0.330386,-3.639524,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250258454878,176993.582000,1.644340,-3.540300,0.330399,-3.639512,-1.593735,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250260468135,176993.584000,1.644340,-3.540288,0.330411,-3.639512,-1.593675,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250262446355,176993.586000,1.644316,-3.540324,0.330399,-3.639500,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250264463959,176993.588000,1.644328,-3.540312,0.330411,-3.639488,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250266459177,176993.590000,1.644316,-3.540264,0.330459,-3.639536,-1.593699,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250268465119,176993.592000,1.644328,-3.540276,0.330411,-3.639512,-1.593699,3.309991,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250270463777,176993.594000,1.644328,-3.540288,0.330399,-3.639524,-1.593759,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250272482384,176993.596000,1.644340,-3.540264,0.330447,-3.639524,-1.593723,3.309979,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250274446390,176993.598000,1.644316,-3.540288,0.330399,-3.639500,-1.593746,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250276434470,176993.600000,1.644304,-3.540312,0.330399,-3.639488,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250278438791,176993.602000,1.644328,-3.540288,0.330399,-3.639536,-1.593735,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250280441591,176993.604000,1.644304,-3.540300,0.330386,-3.639536,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250282461304,176993.606000,1.644316,-3.540288,0.330399,-3.639512,-1.593746,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
24250284505355,176993.608000,1.644316,-3.540252,0.330423,-3.639476,-1.593699,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
