monotonic_ns,controller_ts,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5
24248786443486,176992.110000,1.644316,-3.540276,0.330411,-3.639512,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248788443904,176992.112000,1.644292,-3.540288,0.330399,-3.639512,-1.593699,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248790454143,176992.114000,1.644328,-3.540276,0.330435,-3.639524,-1.593711,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248792470510,176992.116000,1.644328,-3.540312,0.330411,-3.639536,-1.593687,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248794450384,176992.118000,1.644340,-3.540312,0.330386,-3.639512,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248796447623,176992.120000,1.644340,-3.540276,0.330423,-3.639512,-1.593759,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248798452654,176992.122000,1.644340,-3.540288,0.330411,-3.639488,-1.593746,3.309979,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248800464852,176992.124000,1.644340,-3.540288,0.330411,-3.639536,-1.593687,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248802408466,176992.126000,1.644316,-3.540288,0.330399,-3.639524,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248804436886,176992.128000,1.644292,-3.540288,0.330399,-3.639560,-1.593687,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248806416236,176992.130000,1.644316,-3.540300,0.330411,-3.639500,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248808427151,176992.132000,1.644304,-3.540300,0.330435,-3.639512,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248810416282,176992.134000,1.644328,-3.540264,0.330411,-3.639536,-1.593735,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248812432836,176992.136000,1.644328,-3.540276,0.330447,-3.639512,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248814410930,176992.138000,1.644352,-3.540288,0.330375,-3.639524,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248816425723,176992.140000,1.644340,-3.540264,0.330399,-3.639512,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248818422412,176992.142000,1.644328,-3.540312,0.330411,-3.639488,-1.593699,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248820461841,176992.144000,1.644316,-3.540300,0.330399,-3.639512,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248822449067,176992.146000,1.644304,-3.540312,0.330386,-3.639512,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248824459706,176992.148000,1.644328,-3.540312,0.330386,-3.639512,-1.593746,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248826454431,176992.150000,1.644340,-3.540300,0.330423,-3.639512,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248828463798,176992.152000,1.644316,-3.540288,0.330411,-3.639500,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248830448437,176992.154000,1.644304,-3.540264,0.330435,-3.639500,-1.593735,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248832486739,176992.156000,1.644328,-3.540300,0.330411,-3.639512,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248834629757,176992.158000,1.644340,-3.540300,0.330411,-3.639500,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248836470265,176992.160000,1.644316,-3.540300,0.330399,-3.639536,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248838495158,176992.162000,1.644316,-3.540324,0.330411,-3.639512,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248840507082,176992.164000,1.644340,-3.540264,0.330435,-3.639488,-1.593770,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248842434100,176992.166000,1.644328,-3.540276,0.330399,-3.639488,-1.593746,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248844444088,176992.168000,1.644304,-3.540276,0.330411,-3.639512,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248846422066,176992.170000,1.644328,-3.540288,0.330411,-3.639512,-1.593711,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248848465974,176992.172000,1.644304,-3.540276,0.330423,-3.639548,-1.593711,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248850430734,176992.174000,1.644328,-3.540264,0.330423,-3.639500,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248852477757,176992.176000,1.644340,-3.540336,0.330423,-3.639536,-1.593711,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248854417337,176992.178000,1.644304,-3.540312,0.330435,-3.639488,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248856462851,176992.180000,1.644328,-3.540288,0.330435,-3.639512,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248858469280,176992.182000,1.644352,-3.540288,0.330411,-3.639536,-1.593723,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248860421658,176992.184000,1.644304,-3.540252,0.330411,-3.639512,-1.593687,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248862418135,176992.186000,1.644328,-3.540252,0.330375,-3.639512,-1.593723,3.310003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248864444509,176992.188000,1.644304,-3.540288,0.330399,-3.639524,-1.593735,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248866439492,176992.190000,1.644292,-3.540300,0.330399,-3.639524,-1.593735,3.310027,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248868443721,176992.192000,1.644328,-3.540288,0.330411,-3.639512,-1.593735,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248870520761,176992.194000,1.644328,-3.540300,0.330459,-3.639524,-1.593723,3.310015,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248872460688,176992.196000,1.644304,-3.540288,0.330411,-3.639536,-1.593687,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248874431534,176992.198000,1.644328,-3.540288,0.330386,-3.639524,-1.593735,3.310051,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
24248876466646,176992.200000,1.644304,-3.540288,0.330411,-3.639524,-1.593711,3.310039,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
