monotonic_ns,frame_time_ns,vector_x,vector_y
790555717775860,790555719512412,-0.70710678,0.70710678
790555751041597,790555752868444,-0.73105527,0.68231825
790555784340520,790555786224476,-0.75408160,0.65678074
790555817634576,790555819580508,-0.77627334,0.63039647
790555850546216,790555852936284,-0.78883076,0.61461047
790555884387945,790555886292316,-0.80994212,0.58650981
790555918165329,790555919648092,-0.82090520,0.57106449
790555951483077,790555953003612,-0.83882417,0.54440244
790555984311265,790555986359132,-0.84858634,0.52905692
790556018154053,790556019714908,-0.85910154,0.51180518
790556051009856,790556053070428,-0.87389952,0.48610661
790556084983796,790556086426204,-0.87493484,0.48424067
790556117999265,790556119781724,-0.87386684,0.48616535
790556150853131,790556153137244,-0.86790703,0.49672667
790556184682158,790556186493020,-0.86725310,0.49786752
790556218452545,790556219848540,-0.86591684,0.50018799
790556251263617,790556253204316,-0.86530585,0.50124424
790556285269954,790556286559580,-0.85866534,0.51253667
790556317643857,790556319915356,-0.85702865,0.51526876
790556351619400,790556353270876,-0.84944125,0.52768320
790556385624972,790556386626652,-0.84858634,0.52905692
790556418616078,790556419981916,-0.83942576,0.54347437
790556451787184,790556453337436,-0.83805789,0.54558131
790556484745208,790556486693212,-0.83045977,0.55707860
790556517908909,790556520048732,-0.82783710,0.56096856
790556552109640,790556553404508,-0.81851475,0.57448551
790556585203378,790556586759772,-0.80895331,0.58787290
790556618242350,790556620115292,-0.80000000,0.60000000
790556652374268,790556653470812,-0.78802437,0.61564404
790556685451778,790556686826588,-0.77942290,0.62649816
790556718495891,790556720181852,-0.77833124,0.62785387
790556751518559,790556753537372,-0.75400769,0.65686559
790556785550456,790556786893148,-0.74376210,0.66844442
790556818603472,790556820248668,-0.73181531,0.68150301
790556851682375,790556853604188,-0.71860214,0.69542143
790556885795926,790556886959452,-0.70710678,0.70710678
790556918901362,790556920316764,-0.68247511,0.73090883
790556952030120,790556953674076,-0.66870633,0.74352662
790556985120964,790556987031388,-0.65542615,0.75525927
790557019309598,790557020388444,-0.62687684,0.77911836
790557052378669,790557053745756,-0.61513953,0.78841827
790557085846556,790557087102812,-0.58739529,0.80930018
790557118956424,790557120460380,-0.55892195,0.82922027
790557152036186,790557153817436,-0.54252543,0.84003938
790557186134132,790557187174748,-0.51382094,0.85789746
790557219131138,790557220531804,-0.48295802,0.87564351
790557252075144,790557253889116,-0.47173197,0.88174200
790557286081017,790557287246172,-0.43649205,0.89970811
790557319084189,790557320603484,-0.40778283,0.91307895
790557352076239,790557353960540,-0.37601681,0.92661284
790557386253541,790557387317596,-0.33839115,0.94100554
790557419321387,790557420674908,-0.30949173,0.95090213
790557452346037,790557454031964,-0.27651677,0.96100909
790557486481265,790557487389276,-0.24359690,0.96987656
790557519505772,790557520746332,-0.20829198,0.97806669
790557552626484,790557554103644,-0.17455125,0.98464809
790557585699374,790557587460700,-0.14142136,0.98994949
790557619870732,790557620818012,-0.10179405,0.99480549
790557652935843,790557654175068,-0.08435436,0.99643582
790557685988049,790557687532380,-0.04920142,0.99878888
790557719073665,790557720889436,-0.01369735,0.99990619
790557753162099,790557754246748,0.00884921,0.99996084
790557786239663,790557787603804,0.03044274,0.99953651
790557819294971,790557820961116,0.07319761,0.99731746
790557853423593,790557854318172,0.08304548,0.99654576
790557886484812,790557887675228,0.12116637,0.99263221
790557919512731,790557921035356,0.13882939,0.99031631
790557952490278,790557954395228,0.17114596,0.98524568
790557986553055,790557987755100,0.19074513,0.98163959
790558019689256,790558021114972,0.20601048,0.97854978
790558052730435,790558054474844,0.22409820,0.97456657
790558086789004,790558087834972,0.22485951,0.97439120
790558119737532,790558121195100,0.22184409,0.97508215
790558152741899,790558154554972,0.20601048,0.97854978
790558186732004,790558187915100,0.20952909,0.97780241
790558219671600,790558221275228,0.20507083,0.97874714
790558252682483,790558254635356,0.20528860,0.97870148
790558286749074,790558287995484,0.20573025,0.97860874
790558319735870,790558321355868,0.19074513,0.98163959
790558353814936,790558354715996,0.18987791,0.98180771
790558386809701,790558388076124,0.17272003,0.98497096
790558419790080,790558421436252,0.17483511,0.98459773
790558452787078,790558454796380,0.15380813,0.98810073
790558486893432,790558488156764,0.15908533,0.98726484
790558519912212,790558521516892,0.14011351,0.99013545
790558552926597,790558554877276,0.12189130,0.99254346
790558587019376,790558588237660,0.12178606,0.99255637
790558620018379,790558621598044,0.10670438,0.99429079
790558652965995,790558654958428,0.08381618,0.99648123
790558687013462,790558688318812,0.07197777,0.99740624
790558719968138,790558721678940,0.05106964,0.99869509
790558754011114,790558755039324,0.03350074,0.99943869
790558787017209,790558788399708,0.01398465,0.99990221
790558819977810,790558821760348,-0.00000000,1.00000000
790558853980387,790558855120732,-0.03032334,0.99954014
790558886916310,790558888481116,-0.03245043,0.99947335
790558919844013,790558921839196,-0.05547002,0.99846035
790558953795710,790558955197532,-0.07310232,0.99732445
790558986741558,790558988555868,-0.10439876,0.99453552
790559020876313,790559021913948,-0.12189130,0.99254346
790559054013887,790559055272284,-0.13917282,0.99026811
790559087015468,790559088630364,-0.17251532,0.98500683
790559120020924,790559121988700,-0.19177541,0.98143884
790559154141413,790559155347036,-0.22419115,0.97454519
790559187131917,790559188705116,-0.24118422,0.97047935
790559220195181,790559222063452,-0.27612349,0.96112216
790559254251395,790559255421788,-0.30894909,0.95107858
790559287133266,790559288780124,-0.32633746,0.94525333
790559321078151,790559322138460,-0.35897908,0.93334561
790559353959313,790559355496796,-0.38850230,0.92144776
790559386930034,790559388855132,-0.41937103,0.90781493
790559420980811,790559422213468,-0.43966068,0.89816395
790559453898110,790559455571548,-0.48640754,0.87373206
790559487866934,790559488930140,-0.51240108,0.85874626
790559520851881,790559522288476,-0.54286645,0.83981904
790559553742644,790559555646812,-0.57253977,0.81987695
790559586969475,790559589005148,-0.60079414,0.79940378
790559621133247,790559622363740,-0.62765734,0.77848973
790559654131848,790559655722076,-0.65511257,0.75553128
790559687086336,790559689080412,-0.67018786,0.74219151
790559721138614,790559722438748,-0.70710678,0.70710678
790559754021063,790559755797084,-0.71850947,0.69551717
790559787964865,790559789155676,-0.74219151,0.67018786
790559820848997,790559822514012,-0.76610987,0.64270963
790559854779037,790559855872348,-0.77698066,0.62952447
790559887690465,790559889230940,-0.79881501,0.60157674
790559920606312,790559922590300,-0.81841302,0.57463042
790559954541562,790559955949916,-0.82884867,0.55947286
790559987459343,790559989309532,-0.84671019,0.53205437
790560020946000,790560022669404,-0.85701395,0.51529320
790560055077460,790560056029020,-0.86715938,0.49803073
790560088017724,790560089388636,-0.87314468,0.48746114
790560120926926,790560122748252,-0.87493484,0.48424067
790560155013721,790560156107868,-0.87447934,0.48506276
790560187960852,790560189467740,-0.86790703,0.49672667
790560220901605,790560222827356,-0.86725310,0.49786752
790560254878731,790560256187228,-0.86627405,0.49956908
790560287833074,790560289546844,-0.86627405,0.49956908
790560321801697,790560322906460,-0.85797474,0.51369188
790560354677360,790560356266076,-0.85702865,0.51526876
790560387633194,790560389625948,-0.84711034,0.53141704
790560421695194,790560422985820,-0.84799830,0.52999894
790560454685201,790560456345692,-0.83928680,0.54368894
790560487621709,790560489705564,-0.83832609,0.54516911
790560521635692,790560523065436,-0.82967898,0.55824080
790560554611906,790560556425308,-0.82018220,0.57210240
790560587549271,790560589785180,-0.80985707,0.58662724
790560621495475,790560623145052,-0.80873608,0.58817170
790560654518874,790560656504924,-0.79818915,0.60240691
790560688565672,790560689865052,-0.78802437,0.61564404
790560721507809,790560723224924,-0.77803202,0.62822462
790560754498999,790560756584796,-0.76551980,0.64341234
790560788543205,790560789944924,-0.75316698,0.65782939
790560821436573,790560823305052,-0.74306461,0.66921968
790560855378005,790560856664924,-0.73138385,0.68196603
790560888321521,790560890025052,-0.70710678,0.70710678
790560921257410,790560923383644,-0.69351228,0.72044480
790560954438868,790560956742492,-0.68378846,0.72968030
790560988914308,790560990101084,-0.65408313,0.75642267
790561022089455,790561023459932,-0.64400264,0.76502327
790561055092890,790561056818780,-0.62783650,0.77834525
790561088079865,790561090177628,-0.60277174,0.79791367
790561122075271,790561123536220,-0.57375626,0.81902610
790561154992104,790561156895068,-0.55872294,0.82935437
790561188980340,790561190253916,-0.52921244,0.84848936
790561221904587,790561223612764,-0.49946733,0.86633272
790561255844338,790561256971868,-0.48564293,0.87415728
790561288733319,790561290330716,-0.45292561,0.89154831
790561321611191,790561323689564,-0.42215552,0.90652342
790561355562111,790561357048412,-0.39284148,0.91960620
790561388508350,790561390407260,-0.35773347,0.93382373
790561422488058,790561423766108,-0.32599068,0.94537298
790561455366383,790561457125212,-0.29245440,0.95627947
790561489317276,790561490484316,-0.25850938,0.96600875
790561522191772,790561523843420,-0.22419115,0.97454519
790561555086738,790561557202268,-0.19201161,0.98139265
790561589085849,790561590561372,-0.15549286,0.98783702
790561622206610,790561623920220,-0.11896479,0.99289847
790561655332813,790561657279324,-0.09999875,0.99498756
790561689400704,790561690638428,-0.06895987,0.99761943
790561722439320,790561723997532,-0.03224129,0.99948011
790561755437400,790561757356636,-0.00000000,1.00000000
790561788431357,790561790715740,0.01459698,0.99989346
790561822438980,790561824074844,0.04731537,0.99888000
790561855437241,790561857433948,0.07369072,0.99728114
790561889503568,790561890793052,0.10273982,0.99470826
790561922431746,790561924150364,0.12403473,0.99227788
790561955315244,790561957507420,0.15523783,0.98787713
790561989271353,790561990864220,0.17192945,0.98510927
790562022448100,790562024221532,0.19074513,0.98163959
790562055436636,790562057578332,0.21219781,0.97722673
790562089368992,790562090935644,0.22236034,0.97496455
790562122255163,790562124292700,0.22409820,0.97456657
790562156199149,790562157649756,0.21048730,0.97759659
790562189131830,790562191006812,0.20507083,0.97874714
790562222013690,790562224363868,0.20952909,0.97780241
790562255969047,790562257720668,0.20695859,0.97834970
790562288921700,790562291077980,0.20685568,0.97837147
790562322943097,790562324434780,0.19074513,0.98163959
790562355911320,790562357792092,0.19250311,0.98129636
790562388864743,790562391148892,0.17746553,0.98412702
790562422902507,790562424505948,0.17724336,0.98416706
790562455842402,790562457863004,0.15905999,0.98726892
790562489794314,790562491220060,0.15669403,0.98764720
790562522666422,790562524577116,0.13553030,0.99077320
790562556668822,790562557934172,0.13407262,0.99097151
790562589628281,790562591291228,0.12207476,0.99252091
790562622554670,790562624648028,0.10370323,0.99460828
790562656511230,790562658005084,0.09099152,0.99585167
790562689385365,790562691361884,0.08258980,0.99658363
790562723311977,790562724718940,0.06790572,0.99769174
790562756189875,790562758075996,0.05140254,0.99867802
790562790137388,790562791433052,0.03407112,0.99941941
790562823017638,790562824789852,-0.00000000,1.00000000
790562857014714,790562858146908,-0.00000000,1.00000000
790562889930845,790562891503708,-0.03287695,0.99945941
790562922790681,790562924861788,-0.03052013,0.99953415
790562956729741,790562958220124,-0.06774524,0.99770265
790562989631070,790562991578460,-0.08919530,0.99601416
790563023759407,790563024936540,-0.12065894,0.99269402
790563056702780,790563058295132,-0.13511320,0.99083017
790563089726191,790563091653212,-0.15651685,0.98767529
790563122760697,790563125011548,-0.18956848,0.98186750
790563156829006,790563158369628,-0.20766268,0.97820050
790563189988267,790563191728220,-0.23756379,0.97137194
790563223084345,790563225086300,-0.25977095,0.96567026
790563257154193,790563258444636,-0.28956089,0.95715960
790563290215242,790563291802972,-0.32461048,0.94584779
790563323209076,790563325161564,-0.34174306,0.93979342
790563356277404,790563358519644,-0.37519276,0.92694681
790563390445034,790563391877980,-0.40566197,0.91402318
790563423467019,790563425236316,-0.43863440,0.89866560
790563456590500,790563458594908,-0.48125881,0.87657855
790563489676265,790563491953244,-0.50062509,0.86566421
790563523808529,790563525311580,-0.52848201,0.84894450
790563556828491,790563558669916,-0.55975558,0.82865777
790563589872024,790563592028508,-0.58817170,0.80873608
790563623899820,790563625386844,-0.61806096,0.78613017
790563657022294,790563658745436,-0.64524778,0.76397337
790563690084884,790563692103772,-0.66692930,0.74512101
790563723144644,790563725462364,-0.69639486,0.71765883
790563757209738,790563758820700,-0.71832855,0.69570403
790563790280116,790563792179292,-0.73172157,0.68160366
790563823384747,790563825537628,-0.75400769,0.65686559
790563857509657,790563858896220,-0.77627334,0.63039647
790563890567258,790563892254812,-0.79792868,0.60275188
790563923620366,790563925611612,-0.80851474,0.58847592
790563957690707,790563958968924,-0.82006256,0.57227388
790563990948267,790563992325724,-0.83915299,0.54389545
790564024020515,790564025683036,-0.84935884,0.52781585
790564056998678,790564059039836,-0.86462523,0.50241736
790564090037541,790564092396892,-0.87389952,0.48610661
790564124207215,790564125753948,-0.87415728,0.48564293
790564157343659,790564159111004,-0.87314468,0.48746114
790564190346414,790564192468060,-0.87384718,0.48620069
790564224379643,790564225825116,-0.86824314,0.49613894
790564257391548,790564259181916,-0.86655058,0.49908926
790564290338299,790564292539228,-0.86627405,0.49956908
790564324600677,790564325896028,-0.86517465,0.50147066
790564356708933,790564359253340,-0.85795987,0.51371671
790564390946045,790564392610140,-0.85606445,0.51686910
790564424135166,790564425967452,-0.84947708,0.52762552
790564457277202,790564459324252,-0.84799830,0.52999894
790564490381008,790564492681308,-0.83915299,0.54389545
790564523457503,790564526038364,-0.83045977,0.55707860
790564557689731,790564559395420,-0.82890762,0.55938551
790564590735673,790564592752476,-0.81946804,0.57312489
790564624795501,790564626109532,-0.80961044,0.58696757
790564657737747,790564659466332,-0.79940378,0.60079414
790564691015469,790564692823644,-0.78750500,0.61630826
790564724955840,790564726180444,-0.77875391,0.62732954
790564757900632,790564759537756,-0.76503675,0.64398663
790564790787229,790564792894556,-0.75521873,0.65547286
790564824752862,790564826251612,-0.74306461,0.66921968
790564857690497,790564859608668,-0.73135361,0.68199846
790564891752121,790564892965724,-0.72003049,0.69394243
790564924890698,790564926322268,-0.70710678,0.70710678
790564957999102,790564959679068,-0.68342429,0.73002140
790564991005764,790564993035612,-0.67020635,0.74217481
790565025013130,790565026392412,-0.65422367,0.75630112
790565057918467,790565059748956,-0.62958350,0.77693283
790565091873284,790565093105500,-0.61513953,0.78841827
790565124792873,790565126462300,-0.58660883,0.80987041
790565157757525,790565159818844,-0.57170365,0.82046020
790565190668133,790565193175388,-0.54560189,0.83804450
790565224510019,790565226532188,-0.51516604,0.85709040
790565257540198,790565259888732,-0.49896444,0.86662246
790565291653645,790565293245276,-0.47173197,0.88174200
790565324603331,790565326601820,-0.44008694,0.89795517
790565358619034,790565359958620,-0.40572475,0.91399531
790565391540844,790565393314908,-0.37446305,0.92724184
790565425483087,790565426671708,-0.34425465,0.93887632
790565458373462,790565460028252,-0.30929483,0.95096620
790565491253716,790565493384796,-0.27531718,0.96135345
790565525202011,790565526741340,-0.24253563,0.97014250
790565558258146,790565560097884,-0.20921847,0.97786892
790565591356363,790565593454428,-0.17351780,0.98483073
790565625017586,790565626811228,-0.13616074,0.99068676
790565658467398,790565660167516,-0.10321929,0.99465862
790565692206662,790565693524316,-0.08427623,0.99644243
790565725262282,790565726880604,-0.05496266,0.99848841
790565758205412,790565760237148,-0.02173400,0.99976379
790565792371257,790565793593948,0.00884921,0.99996084
790565825536450,790565826950236,0.03224129,0.99948011
790565858178846,790565860306780,0.06927760,0.99759742
790565890997203,790565893663324,0.08802902,0.99611791
790565924742851,790565927019612,0.12065894,0.99269402
790565957895927,790565960375900,0.13882939,0.99031631
790565991092154,790565993731676,0.15762886,0.98749843
790566025302682,790566027087964,0.18987791,0.98180771
790566058389831,790566060444252,0.21015304,0.97766850
790566092567917,790566093800284,0.22383765,0.97462644
790566124971382,790566127156572,0.24135234,0.97043755
790566159231400,790566160512604,0.25563705,0.96677283
790566192504109,790566193868636,0.29342066,0.95598343
790566225764049,790566227224924,0.31021723,0.95066570
790566258907014,790566260580956,0.32290063,0.94643287
790566292033113,790566293936988,0.32536391,0.94558888
790566325221653,790566327293020,0.34257645,0.93948996
790566358549426,790566360649308,0.35973227,0.93305557
790566391937504,790566394005340,0.37461789,0.92717929
790566425317353,790566427361372,0.38850230,0.92144776
790566458734651,790566460717404,0.39146358,0.92019360
790566492032892,790566494073692,0.40613847,0.91381155
790566525651519,790566527429468,0.41977751,0.90762704
790566558715561,790566560785756,0.43429919,0.90076868
790566591952827,790566594141788,0.43508702,0.90038841
790566625959122,790566627497564,0.44998056,0.89303835
790566658838364,790566660853852,0.44978193,0.89313841
790566692837921,790566694209884,0.45269236,0.89166677
790566725834939,790566727565660,0.46602477,0.88477167
790566758970808,790566760921692,0.46949676,0.88293420
790566791794356,790566794277724,0.46984908,0.88274676
790566825604690,790566827633756,0.47149436,0.88186908
790566859751174,790566860989788,0.48136705,0.87651911
790566891763313,790566894345820,0.48248854,0.87590228
790566925625257,790566927701852,0.48191875,0.87621591
790566959450518,790566961057628,0.48501886,0.87450369
790566992306077,790566994413404,0.48191875,0.87621591
790567026573213,790567027769436,0.48248854,0.87590228
790567059783162,790567061125212,0.48248854,0.87590228
790567092892119,790567094480988,0.48501886,0.87450369
790567125914452,790567127837020,0.48501886,0.87450369
