camera_id,filename,monotonic_ns,captured_time_ns,queue_size
0,cam0_24249750893889.jpg,24249750893889,24249888903058,0
4,cam4_24249751768215.jpg,24249751768215,24249889846216,0
2,cam2_24249766438606.jpg,24249766438606,24249903651318,0
0,cam0_24249767560555.jpg,24249767560555,24249904795847,0
4,cam4_24249768434881.jpg,24249768434881,24249905750261,0
2,cam2_24249783105272.jpg,24249783105272,24249919962847,0
0,cam0_24249784227221.jpg,24249784227221,24249921036800,0
4,cam4_24249785101547.jpg,24249785101547,24249921964244,0
2,cam2_24249799771938.jpg,24249799771938,24249935809808,0
0,cam0_24249800893887.jpg,24249800893887,24249937154018,0
4,cam4_24249801768213.jpg,24249801768213,24249937830356,0
2,cam2_24249816438604.jpg,24249816438604,24249951774845,0
0,cam0_24249817560553.jpg,24249817560553,24249953062718,0
4,cam4_24249818434879.jpg,24249818434879,24249953719589,0
2,cam2_24249833105270.jpg,24249833105270,24249967820315,0
0,cam0_24249834227219.jpg,24249834227219,24249969055408,0
4,cam4_24249835101545.jpg,24249835101545,24249969683778,0
2,cam2_24249849771936.jpg,24249849771936,24249987994057,0
0,cam0_24249850893885.jpg,24249850893885,24249989111700,0
4,cam4_24249851768211.jpg,24249851768211,24249990228362,0
2,cam2_24249866438602.jpg,24249866438602,24250003500045,0
0,cam0_24249867560551.jpg,24249867560551,24250004640067,0
4,cam4_24249868434877.jpg,24249868434877,24250005490572,0
2,cam2_24249883105268.jpg,24249883105268,24250019672021,0
0,cam0_24249884227217.jpg,24249884227217,24250020998361,0
4,cam4_24249885101543.jpg,24249885101543,24250021818993,0
2,cam2_24249899771934.jpg,24249899771934,24250035777980,0
0,cam0_24249900893883.jpg,24249900893883,24250036965805,0
4,cam4_24249901768209.jpg,24249901768209,24250037882978,0
2,cam2_24249916438600.jpg,24249916438600,24250051750230,0
0,cam0_24249917560549.jpg,24249917560549,24250052971817,0
4,cam4_24249918434875.jpg,24249918434875,24250053869446,0
2,cam2_24249933105266.jpg,24249933105266,24250067802535,0
0,cam0_24249934227215.jpg,24249934227215,24250069020163,0
4,cam4_24249935101541.jpg,24249935101541,24250069853338,0
2,cam2_24249949771932.jpg,24249949771932,24250087854873,0
0,cam0_24249950893881.jpg,24249950893881,24250088930571,0
4,cam4_24249951768207.jpg,24249951768207,24250089850026,0
2,cam2_24249966438598.jpg,24249966438598,24250103778031,0
0,cam0_24249967560547.jpg,24249967560547,24250104954062,0
4,cam4_24249968434873.jpg,24249968434873,24250105885421,0
2,cam2_24249983105264.jpg,24249983105264,24250119742013,0
0,cam0_24249984227213.jpg,24249984227213,24250121024181,0
4,cam4_24249985101539.jpg,24249985101539,24250121887914,0
2,cam2_24249999771930.jpg,24249999771930,24250135779938,0
0,cam0_24250000893879.jpg,24250000893879,24250136958946,0
4,cam4_24250001768205.jpg,24250001768205,24250137802255,0
2,cam2_24250016438596.jpg,24250016438596,24250151754111,0
0,cam0_24250017560545.jpg,24250017560545,24250152898553,0
4,cam4_24250018434871.jpg,24250018434871,24250153695098,0
2,cam2_24250033105262.jpg,24250033105262,24250167722608,0
0,cam0_24250034227211.jpg,24250034227211,24250168941847,0
4,cam4_24250035101537.jpg,24250035101537,24250169819255,0
2,cam2_24250049771928.jpg,24250049771928,24250187730850,0
0,cam0_24250050893877.jpg,24250050893877,24250188742789,0
4,cam4_24250051768203.jpg,24250051768203,24250189609452,0
2,cam2_24250066438594.jpg,24250066438594,24250204038446,0
0,cam0_24250067560543.jpg,24250067560543,24250205558067,0
4,cam4_24250068434869.jpg,24250068434869,24250206427082,0
2,cam2_24250083105260.jpg,24250083105260,24250219570597,0
0,cam0_24250084227209.jpg,24250084227209,24250220752707,0
4,cam4_24250085101535.jpg,24250085101535,24250221553617,0
2,cam2_24250099771926.jpg,24250099771926,24250235531657,0
0,cam0_24250100893875.jpg,24250100893875,24250236637975,0
4,cam4_24250101768201.jpg,24250101768201,24250237489670,0
2,cam2_24250116438592.jpg,24250116438592,24250251746131,0
0,cam0_24250117560541.jpg,24250117560541,24250252810897,0
4,cam4_24250118434867.jpg,24250118434867,24250253594108,0
2,cam2_24250133105258.jpg,24250133105258,24250267546392,0
0,cam0_24250134227207.jpg,24250134227207,24250268636563,0
4,cam4_24250135101533.jpg,24250135101533,24250269503895,0
2,cam2_24250149771924.jpg,24250149771924,24250287526900,0
0,cam0_24250150893873.jpg,24250150893873,24250288645000,0
4,cam4_24250151768199.jpg,24250151768199,24250289490850,0
2,cam2_24250166438590.jpg,24250166438590,24250303616312,0
0,cam0_24250167560539.jpg,24250167560539,24250304783411,0
4,cam4_24250168434865.jpg,24250168434865,24250305619122,0
2,cam2_24250183105256.jpg,24250183105256,24250319911134,0
0,cam0_24250184227205.jpg,24250184227205,24250321141595,0
4,cam4_24250185101531.jpg,24250185101531,24250322085768,0
2,cam2_24250199771922.jpg,24250199771922,24250335898742,0
0,cam0_24250200893871.jpg,24250200893871,24250337083200,0
4,cam4_24250201768197.jpg,24250201768197,24250338029331,0
2,cam2_24250216438588.jpg,24250216438588,24250351835579,0
0,cam0_24250217560537.jpg,24250217560537,24250353026283,0
4,cam4_24250218434863.jpg,24250218434863,24250353911819,0
2,cam2_24250233105254.jpg,24250233105254,24250367792998,0
0,cam0_24250234227203.jpg,24250234227203,24250369034786,0
4,cam4_24250235101529.jpg,24250235101529,24250369904431,0
