monotonic_ns,encoder_value
24250896132985,0.000000
24250902292242,0.000000
24250913530256,0.000000
24250919730617,0.000000
24250930975278,0.000000
24250937153421,0.000000
24250943353351,0.000000
24250954855513,0.000000
24250961199467,0.000000
24250967421968,0.000000
24250978730222,0.000000
24250984971971,0.000000
24250991235169,0.000000
24251002672435,0.000000
24251008941970,0.000000
24251020252273,0.000000
24251026558558,0.000000
24251032769740,0.000000
24251044079738,0.000000
24251050271723,0.000000
24251056469762,0.000000
24251067722594,0.000000
24251073988682,0.000000
24251085407990,0.000000
24251091600884,0.000000
24251097812885,0.000000
24251109100443,0.000000
24251115286626,0.000000
24251121494739,0.000000
24251133068504,0.000000
24251139388501,0.000000
24251145656277,0.000000
24251156943868,0.000000
24251163154542,0.000000
24251174441940,0.000000
24251180671871,0.000000
24251186854948,0.000000
24251198150756,0.000000
24251204431526,0.000000
24251210815074,0.000000
24251222164797,0.000000
24251228337722,0.000000
24251234566228,0.000000
24251245829838,0.000000
24251252031971,0.000000
24251263289970,0.000000
24251269456659,0.000000
24251275613817,0.000000
24251286837869,0.000000
24251293033140,0.000000
24251299217657,0.000000
24251310476597,0.000000
24251316664607,0.000000
24251328029107,0.000000
24251334271289,0.000000
24251340537699,0.000000
24251351851002,0.000000
24251358178200,0.000000
24251364390890,0.000000
24251375906455,0.000000
24251382138149,0.000000
24251388498271,0.000000
24251399866787,0.000000
24251406070935,0.000000
24251412287686,0.000000
24251423615678,0.000000
24251429789302,0.000000
24251441101964,0.000000
24251447313112,0.000000
24251453584106,0.000000
24251465035273,0.000000
24251471230170,0.000000
24251477387858,0.000000
24251488760605,0.000000
24251495027604,0.000000
24251501227389,0.000000
24251512521501,0.000000
24251518722981,0.000000
24251524922724,0.000000
24251536270422,0.000000
24251542513764,0.000000
24251548690877,0.000000
24251559951680,0.000000
24251566134227,0.000000
24251577405850,0.000000
24251583588953,0.000000
24251589776557,0.000000
24251601068903,0.000000
24251607282179,0.000000
24251613475945,0.000000
24251624735707,0.000000
24251630920959,0.000000
24251642204508,0.000000
24251648399449,0.000000
24251654756610,0.000000
24251666523845,0.000000
24251672916299,0.000000
24251679243257,0.000000
24251690564573,0.000000
24251696757722,0.000000
24251702950890,0.000000
24251714213077,0.000000
24251720465769,0.000000
24251731757161,0.000000
24251737956715,0.000000
24251744134646,0.000000
24251755409547,0.000000
24251761617846,0.000000
24251767838346,0.000000
24251779139420,0.000000
24251785344923,0.000000
24251791551430,0.000000
24251802833284,0.000000
24251809058676,0.000000
24251815259515,0.000000
24251826625500,0.000000
24251832842134,0.000000
24251839048606,0.000000
24251850306630,0.000000
24251856530340,0.000000
24251867905214,0.000000
24251874124695,0.000000
24251880317140,0.000000
24251891578477,0.000000
24251897785447,0.000000
24251903980031,0.000000
